date,temperature_C
2024-04-29,30.28183754816211
2024-04-30,33.4524446753869
2024-05-01,35.42839330444106
2024-05-02,33.79574006747004
2024-05-03,33.98001021220254
2024-05-04,33.40407736985391
2024-05-05,35.10974454829559
2024-05-06,33.4010453332414
2024-05-07,33.00481688638205
2024-05-08,36.26115720223822
2024-05-09,33.12563739603967
2024-05-10,36.099976004776984
2024-05-11,36.66535205621092
2024-05-12,35.717649711104606
2024-05-13,32.21412853653005
2024-05-14,34.89350403469109
2024-05-15,34.55976226185149
2024-05-16,34.09426827197397
2024-05-17,35.49217467023146
2024-05-18,36.86335341113088
2024-05-19,34.52393407845121
2024-05-20,35.21216779217946
2024-05-21,35.184470325337614
2024-05-22,38.10371356082489
2024-05-23,35.36884932268408
2024-05-24,33.51898241334016
2024-05-25,32.94330026576844
2024-05-26,36.91560799981274
2024-05-27,34.766337391973224
2024-05-28,37.7202460627227
2024-05-29,33.81296925191404
2024-05-30,35.48768562578882
2024-05-31,33.99193484459177
2024-06-01,37.60729246720866
2024-06-02,38.11817533080784
2024-06-03,37.577526079619965
2024-06-04,34.80556129453465
2024-06-05,35.56040441069265
2024-06-06,37.59237555693038
2024-06-07,33.817376880937374
2024-06-08,36.776977883162694
2024-06-09,40.3567028384169
2024-06-10,37.02386281904789
2024-06-11,34.464785810278094
2024-06-12,36.28235993256205
2024-06-13,36.2882828971974
2024-06-14,41.87994445627057
2024-06-15,40.97749991794023
2024-06-16,39.151969125447216
2024-06-17,37.045031510849824
2024-06-18,40.17064424973126
2024-06-19,35.537772325515405
2024-06-20,39.990243568224614
2024-06-21,39.72252640375666
2024-06-22,37.5904505704051
2024-06-23,40.195145825694446
2024-06-24,37.04302354543408
2024-06-25,35.425042527948285
2024-06-26,39.92594172524999
2024-06-27,37.811369486439666
2024-06-28,39.194302357619634
2024-06-29,41.638439668223924
2024-06-30,36.555121446370066
2024-07-01,37.71287058148271
2024-07-02,41.135935494260536
2024-07-03,39.32820461273287
2024-07-04,36.58228985630939
2024-07-05,36.05997629217119
2024-07-06,36.89905244393806
2024-07-07,36.46063639475602
2024-07-08,38.39146943797196
2024-07-09,38.05001105409886
2024-07-10,38.42505483746727
2024-07-11,36.15546733461654
2024-07-12,37.66302378856581
2024-07-13,33.65798537985938
2024-07-14,38.02119600705536
2024-07-15,40.04097954715579
2024-07-16,34.79664993822007
2024-07-17,38.56618335789237
2024-07-18,36.32763884503142
2024-07-19,39.10218073530106
2024-07-20,37.75916999076655
2024-07-21,38.193182142729526
2024-07-22,37.45253992925602
2024-07-23,39.9159113847072
2024-07-24,37.887680652576314
2024-07-25,35.71290015170237
2024-07-26,37.24936200355599
2024-07-27,36.23967184941024
2024-07-28,37.225075577385944
2024-07-29,35.98094082482491
2024-07-30,35.38444956501818
2024-07-31,37.05161696912896
2024-08-01,36.67708921624315
2024-08-02,38.60332091902001
2024-08-03,35.55288529391212
2024-08-04,32.32599317675442
2024-08-05,35.46240726975417
2024-08-06,32.83730842591632
2024-08-07,36.8191376770568
2024-08-08,32.535254701607684
2024-08-09,33.79922934490806
2024-08-10,34.94191927645187
2024-08-11,38.64283435024909
2024-08-12,33.295259167283774
2024-08-13,35.349750682428954
2024-08-14,36.36662464945313
2024-08-15,38.054387889085994
2024-08-16,36.51935175941154
2024-08-17,37.02700811951104
2024-08-18,36.4412136933784
2024-08-19,32.16576990418822
2024-08-20,35.1728653409296
2024-08-21,36.018356016217936
2024-08-22,32.273713453277
2024-08-23,32.89104094304045
2024-08-24,32.30622985838167
2024-08-25,35.31816213745335
2024-08-26,33.49294500209092
2024-08-27,32.846737794177
2024-08-28,30.78038574950382
2024-08-29,33.06264961516757
2024-08-30,31.914433837245703
2024-08-31,33.38696579481891
2024-09-01,30.4635763233796
2024-09-02,32.95313991353345
2024-09-03,31.565880240048493
2024-09-04,29.79032552765455
2024-09-05,29.47821800207275
2024-09-06,29.62138736678018
2024-09-07,31.40409408778551
2024-09-08,31.899216103699693
2024-09-09,32.03612181726665
2024-09-10,31.949793624638765
2024-09-11,29.654866363932662
2024-09-12,33.125003892547035
2024-09-13,29.95914082079373
2024-09-14,31.578442571741213
2024-09-15,30.183589771860564
2024-09-16,31.09615635911019
2024-09-17,29.748576171675495
2024-09-18,30.796175304455485
2024-09-19,29.82520577681615
2024-09-20,31.29819739632257
2024-09-21,27.86318389702413
2024-09-22,25.790364393560807
2024-09-23,27.212631157086815
2024-09-24,31.12603821780479
2024-09-25,28.50764631352875
2024-09-26,28.829209085586296
2024-09-27,26.365940655131546
2024-09-28,28.432310498769642
2024-09-29,26.083477672604698
2024-09-30,26.205402066932052
2024-10-01,26.979871659990014
2024-10-02,28.50297170676255
2024-10-03,28.54452526027899
2024-10-04,28.427138496894905
2024-10-05,23.921315669600844
2024-10-06,26.912857532577856
2024-10-07,26.36164369436664
2024-10-08,23.520232215666656
2024-10-09,26.44637368241305
2024-10-10,25.7438306609122
2024-10-11,27.098535524527474
2024-10-12,26.069347692849128
2024-10-13,24.640202084350612
2024-10-14,27.423027679954604
2024-10-15,20.962415027751756
2024-10-16,25.1105000121661
2024-10-17,21.54749477968265
2024-10-18,23.08544351383829
2024-10-19,25.7962065588989
2024-10-20,22.035897347439843
2024-10-21,21.575581974260878
2024-10-22,29.026692818926563
2024-10-23,21.385117401851794
2024-10-24,27.24678452257598
2024-10-25,23.444586962880585
2024-10-26,22.58382943756142
2024-10-27,24.61285074185336
2024-10-28,25.999595979508978
2024-10-29,20.88278669817116
2024-10-30,22.00436753147114
2024-10-31,24.57002534808427
2024-11-01,23.30521153843028
2024-11-02,24.787557454722958
2024-11-03,23.470049542293122
2024-11-04,25.914025091380427
2024-11-05,22.51419546138362
2024-11-06,22.46181315260276
2024-11-07,22.524578731344356
2024-11-08,21.460916566694422
2024-11-09,23.30868009708658
2024-11-10,21.955092488938927
2024-11-11,22.92780603864743
2024-11-12,23.112851816781433
2024-11-13,21.95517548069094
2024-11-14,21.978157906776826
2024-11-15,18.832606564377322
2024-11-16,19.633217576674703
2024-11-17,22.3035033659504
2024-11-18,23.34899835159134
2024-11-19,16.50809696237554
2024-11-20,19.142707860505528
2024-11-21,20.217440168058676
2024-11-22,18.305734986317173
2024-11-23,18.31568109330842
2024-11-24,20.809378812505436
2024-11-25,22.92352188076733
2024-11-26,15.600795168970016
2024-11-27,19.22963232848878
2024-11-28,20.40578547256768
2024-11-29,20.95081778551054
2024-11-30,19.942360792671966
2024-12-01,22.74320425286335
2024-12-02,19.19710697131021
2024-12-03,21.684799615591622
2024-12-04,17.692247817989223
2024-12-05,19.02778951978267
2024-12-06,16.415926965729426
2024-12-07,20.575333392693114
2024-12-08,18.4677001606859
2024-12-09,19.361962631908316
2024-12-10,17.96008956230138
2024-12-11,19.70297947255728
2024-12-12,19.271092190407533
2024-12-13,16.435845256507193
2024-12-14,16.503374360292494
2024-12-15,18.27598440326452
2024-12-16,19.60814739598381
2024-12-17,21.975145783655748
2024-12-18,18.81858091366231
2024-12-19,20.193806746297074
2024-12-20,14.922097062911057
2024-12-21,22.145685042230987
2024-12-22,19.306047900936157
2024-12-23,17.97330375310504
2024-12-24,17.72389970596894
2024-12-25,15.822618654935926
2024-12-26,16.381123355493802
2024-12-27,21.83420310138207
2024-12-28,16.027917116030928
2024-12-29,15.984946092176147
2024-12-30,16.595559027848843
2024-12-31,15.60512010198629
