customer_id,invoice_month,monthly_kwh,bill_amount,tariff,concession,postcode
83044,2024-08,375.76595131889565,102.82,L3,0,6957
36249,2024-11,626.6190715115132,208.44,M1,0,6661
20307,2024-10,495.5685696257895,196.88,R1,0,6744
54317,2024-11,619.9919944743482,197.18,A1,0,6921
40939,2024-08,340.8808407556676,99.82,L1,0,6174
63292,2024-09,364.28068329583647,112.82,M1,0,6565
27252,2024-12,440.70226581061166,185.27,R1,0,6831
76522,2024-01,756.5619028115694,194.15,R1,0,6837
59001,2024-07,373.82545929022467,111.67,M1,0,6570
26347,2024-11,329.75126131532136,102.51,K1,0,6116
78075,2024-10,421.7214575209525,146.02,R1,0,6915
31108,2024-06,693.1420399541893,234.73,R1,0,6003
67793,2024-03,732.6911513867574,235.71,L3,0,6138
19201,2024-10,437.0314652138559,98.92,A1,0,6873
94230,2024-03,485.9588002855303,159.81,R1,0,6455
33028,2024-01,604.7610197195635,133.18,A1,0,6234
33941,2024-11,72.16496598445127,18.06,A1,0,6192
46525,2024-07,364.4503717083554,96.65,R1,0,6648
92061,2024-04,606.2628932261031,203.7,R1,0,6456
23519,2024-06,405.83451190476626,97.71,M1,0,6202
89980,2024-02,701.8407288477036,246.08,R1,0,6469
85737,2024-01,585.5024126735192,196.81,M1,0,6541
19868,2024-07,292.77364717893704,57.39,M1,0,6760
22604,2024-04,658.9109683310032,199.15,R1,0,6071
92641,2024-02,470.765323064706,132.87,R1,0,6439
6939,2024-10,516.9088299011139,143.56,A1,0,6939
96152,2024-07,278.91708191767026,77.31,R1,0,6140
91983,2024-07,348.6192814424871,113.4,A1,0,6697
76343,2024-05,969.9174297249502,265.08,R1,0,6637
44029,2024-12,937.1593234903905,333.53,R1,1,6508
52143,2024-10,427.3203896087275,125.13,L1,0,6445
70726,2024-10,530.9913319650068,160.58,A1,0,6095
72948,2024-12,505.4549683373232,132.13,M1,0,6409
11062,2024-07,981.3959646623905,347.77,A1,0,6005
84740,2024-07,581.8087492812476,204.66,K1,0,6887
99421,2024-06,721.8909069660345,231.38,M1,1,6309
94406,2024-04,290.4903903872922,88.68,R1,0,6329
64328,2024-11,1108.1533430026873,255.08,L1,0,6682
51850,2024-09,327.3896698396415,117.86,R1,0,6796
15801,2024-04,685.0747025623216,162.88,R3,0,6094
12918,2024-10,483.9299231288041,138.64,R3,0,6389
72436,2024-09,566.4103453281729,188.32,R3,0,6020
61238,2024-01,481.4930493744982,107.8,M1,0,6755
51492,2024-11,610.9727635612318,223.53,R1,0,6491
96596,2024-05,231.90673553992164,55.3,R1,0,6277
81662,2024-12,620.2994641470023,213.31,A1,0,6258
33856,2024-05,528.8224571223024,145.53,A1,0,6384
62366,2024-01,586.8519579537017,167.21,R1,0,6705
70049,2024-09,362.9655349446769,105.4,M1,0,6864
56343,2024-07,625.1675488743061,160.3,L1,0,6114
12127,2024-04,548.8453832971435,185.71,R3,1,6465
25787,2024-03,555.4458046950936,156.68,A1,0,6653
93217,2024-06,809.0636798514068,259.65,R1,1,6847
32834,2024-07,637.0342974979627,210.22,R1,0,6255
88021,2024-06,489.14800979255733,108.68,R1,0,6883
58625,2024-04,607.2513065486675,233.52,R1,1,6044
46257,2024-01,603.2774726179231,202.47,M1,0,6636
61594,2024-08,171.45349964585887,52.71,R1,0,6689
79149,2024-07,402.78672070758176,133.77,A1,0,6007
31616,2024-01,745.7225392935251,284.91,R1,0,6276
419,2024-07,757.5845627397032,254.37,M1,0,6397
6748,2024-09,363.12110484010196,106.45,R1,0,6181
41043,2024-10,441.6769072096913,152.6,R1,0,6528
22644,2024-06,603.7345195636342,172.92,M1,0,6051
83884,2024-08,198.8612830685608,67.79,R1,0,6239
39885,2024-12,464.49394304045904,173.25,M1,0,6593
84331,2024-11,484.94823861261557,115.59,R1,0,6102
92211,2024-06,484.2358831389197,105.62,L1,0,6152
45015,2024-07,334.3812180629671,87.31,A1,0,6562
1330,2024-04,682.7438731988123,127.35,R1,0,6117
14835,2024-02,636.6189323639464,274.75,M1,0,6832
9283,2024-12,642.6218040797434,191.59,A1,0,6918
13612,2024-05,329.1514473645779,115.32,R1,0,6829
402,2024-12,623.5840327341601,188.41,R3,0,6098
23982,2024-01,611.3180189559556,212.2,A1,1,6395
97643,2024-09,374.35447286527113,129.2,A1,0,6326
67812,2024-12,553.0214876595718,157.68,M1,0,6345
32794,2024-09,471.8734243546932,102.94,M1,0,6637
73580,2024-09,512.2161937146728,185.68,A1,0,6960
23191,2024-11,577.8488440975468,196.43,M1,1,6069
12860,2024-08,460.49570597885804,118.98,L1,0,6557
19305,2024-12,539.5274871303375,151.72,K1,0,6981
24540,2024-10,743.2746172443814,227.8,R1,0,6196
24041,2024-09,358.2200591169964,101.38,K1,1,6240
21556,2024-02,957.1460704903448,306.73,R1,1,6251
78128,2024-11,518.7423163589128,159.42,L1,0,6185
81668,2024-12,459.222026980927,150.82,R3,0,6926
60542,2024-10,369.7938064598001,86.41,A1,0,6151
40273,2024-11,334.7028376671878,67.17,R1,0,6355
53178,2024-02,837.5615572301585,245.54,M1,0,6648
72552,2024-05,453.583725056439,144.03,A1,0,6383
15544,2024-05,194.29127808142877,59.72,L3,0,6094
6595,2024-12,603.230915943508,129.59,R3,0,6391
85941,2024-04,66.2279859034942,17.45,M1,0,6643
8232,2024-06,778.4307972010204,290.11,A1,0,6941
83114,2024-01,841.9379335575393,266.48,K1,0,6747
10068,2024-10,331.43949547456697,93.26,L1,0,6759
36184,2024-08,235.45427141587777,58.73,R1,0,6736
9085,2024-03,714.5706855907583,238.92,M1,0,6552
33475,2024-11,331.1586877867192,93.84,R3,0,6134
96956,2024-05,353.9822551657097,128.28,R1,1,6626
79686,2024-03,816.850320459799,280.95,A1,0,6040
39029,2024-09,489.12722012291863,123.39,M1,1,6993
81732,2024-02,633.2504901011717,195.61,R1,0,6542
99167,2024-11,1004.3267219618732,334.72,R1,0,6870
74630,2024-07,1066.1636881381303,330.11,A1,0,6017
56669,2024-04,537.5306780270283,174.67,R1,0,6048
34149,2024-03,701.1323037354662,249.78,R1,0,6327
14118,2024-12,615.9118480872705,185.11,R1,0,6045
38660,2024-07,647.5282506807616,197.72,A1,1,6800
26232,2024-02,424.0664412811308,129.97,K1,0,6250
70865,2024-07,69.41213813404428,22.13,R1,0,6078
17782,2024-10,482.48638319935566,125.83,K1,0,6895
54663,2024-08,323.2829930659201,102.13,L1,0,6041
29583,2024-07,493.52703270749896,171.62,L1,0,6694
45809,2024-10,493.68757286816106,99.63,M1,0,6570
20875,2024-05,824.7155947596558,265.53,R1,0,6999
47661,2024-02,447.2411041410564,156.89,M1,0,6143
2086,2024-11,708.1839165252402,187.88,A1,0,6145
79150,2024-09,367.8985809276965,125.99,A1,0,6619
73739,2024-05,405.11167556456553,129.34,A1,0,6560
55336,2024-09,282.1249360913712,78.58,R3,0,6489
96496,2024-04,494.30474275640574,191.29,M1,0,6881
73512,2024-04,550.3472227235982,193.07,R1,0,6620
80253,2024-10,707.8765325157216,180.34,R1,0,6822
14269,2024-05,783.2687830094094,207.42,R1,0,6433
45848,2024-05,445.14393588167917,172.24,M1,1,6749
66807,2024-10,581.857999883903,160.87,R1,0,6244
9061,2024-09,710.7418369434513,223.56,L1,0,6326
67528,2024-05,499.0304238429532,168.8,A1,0,6047
66003,2024-07,886.2683845208337,196.48,R1,1,6853
56509,2024-12,462.85947358579955,121.16,A1,0,6849
53681,2024-04,354.96959460196234,124.49,R1,0,6146
59215,2024-09,495.79935973072395,120.82,M1,0,6664
32756,2024-01,447.9706807511119,116.91,A1,0,6161
95324,2024-09,411.40128080790714,133.15,K1,0,6526
10737,2024-01,192.1770680197399,61.55,M1,0,6516
14784,2024-02,703.3123638791673,203.89,M1,0,6699
98451,2024-02,723.4497905378324,223.06,M1,0,6409
23550,2024-12,532.0796296972688,162.05,R3,0,6289
56706,2024-01,457.40743931679333,159.87,R1,0,6572
61258,2024-12,631.1850489278547,220.66,R1,1,6400
59450,2024-11,604.4231117071383,220.06,R1,0,6384
28582,2024-06,540.3895514265257,169.17,A1,0,6701
48377,2024-04,464.2546745934223,138.8,A1,0,6820
62718,2024-02,738.1824238468658,261.34,M1,0,6623
11553,2024-04,827.1569888376324,287.31,M1,0,6780
76007,2024-12,372.86045253390574,112.9,L3,0,6956
92783,2024-08,348.6111407141113,98.44,R3,1,6740
89005,2024-08,230.61121559103705,72.26,A1,0,6613
63318,2024-06,630.1662201035222,246.21,A1,0,6372
32959,2024-01,412.96364485219686,139.94,A1,0,6728
31327,2024-07,535.578263673539,169.24,M1,0,6057
84546,2024-01,606.5815315388284,186.0,R1,0,6922
6760,2024-09,212.8724319466632,55.8,R1,0,6405
58067,2024-02,715.8900747668235,141.86,R1,1,6493
10831,2024-01,645.3637401232909,152.17,A1,0,6300
26326,2024-07,250.2962610836792,75.05,R1,0,6622
61747,2024-12,306.6324472992406,113.49,R1,1,6774
55807,2024-11,627.9937646247837,224.41,A1,1,6413
42834,2024-11,510.6874511996502,220.04,R3,0,6572
43621,2024-03,741.9843787244382,186.13,A1,0,6625
45869,2024-11,129.9404542779212,44.59,R1,0,6431
46827,2024-08,616.1504445855364,258.34,L1,1,6794
54994,2024-09,320.04727265576753,127.85,M1,0,6400
93317,2024-10,60.364120554617855,20.56,L3,0,6780
4123,2024-03,413.5593081383714,130.66,R1,0,6965
72017,2024-09,426.21330210140815,154.5,M1,0,6217
38690,2024-05,867.7769817036565,269.27,M1,0,6059
29981,2024-09,363.7067647172683,114.22,M1,0,6957
74385,2024-11,343.17748945356374,125.84,A1,0,6166
60386,2024-03,439.3399312434,126.3,R1,0,6225
61916,2024-09,342.95970519547916,98.73,A1,0,6650
94645,2024-04,843.6296767844075,268.02,M1,0,6708
96224,2024-05,60.12683821746489,17.44,R3,0,6311
53410,2024-02,537.7110992856494,220.13,L1,0,6340
81294,2024-03,329.56262853783363,102.33,M1,0,6336
37135,2024-07,639.656336778009,190.4,A1,0,6431
65481,2024-07,403.8579405732653,85.68,A1,0,6099
41651,2024-07,517.765378817539,117.63,A1,0,6863
22224,2024-03,559.1845756775494,146.65,M1,0,6610
15751,2024-09,567.0126052172699,104.83,K1,1,6637
85234,2024-06,872.7465659114858,205.74,A1,0,6816
86483,2024-01,581.4012890570184,159.79,R1,0,6018
13727,2024-11,510.1565118991074,139.54,A1,0,6299
98269,2024-02,533.9952927380311,163.03,R1,0,6336
82228,2024-05,681.9853220605038,185.27,R1,0,6286
79920,2024-07,622.8260918839077,195.72,M1,0,6821
10772,2024-02,710.7620875569451,288.69,R3,0,6892
87634,2024-02,1130.3002332161227,391.67,M1,0,6889
81363,2024-06,638.251712677543,207.71,L1,0,6055
53943,2024-11,618.5885139973742,155.08,A1,0,6832
94974,2024-12,443.7243118033461,137.92,M1,0,6788
61423,2024-05,910.1852996411442,376.17,M1,0,6192
7476,2024-01,251.6976325352756,73.31,A1,0,6444
11688,2024-03,788.1619896486907,278.61,A1,0,6219
22380,2024-11,404.5250017177383,150.21,L1,0,6208
94517,2024-10,608.874086774241,189.8,R3,0,6825
69774,2024-12,889.2813494582912,169.59,R1,0,6895
28665,2024-06,401.2000873890872,158.66,A1,0,6531
63200,2024-10,376.7123438499134,107.5,M1,0,6575
20813,2024-05,733.3041390792871,248.35,M1,1,6440
71060,2024-03,585.3418908159338,189.77,R1,0,6554
9841,2024-11,522.6340684958043,166.6,R1,0,6120
70640,2024-06,756.8063896558415,226.42,A1,0,6766
53919,2024-07,456.2652684128528,168.16,A1,0,6120
95389,2024-04,474.7239219095447,141.51,M1,0,6301
94457,2024-08,528.941073310154,169.25,R3,0,6852
46165,2024-08,475.99933175399894,138.05,K1,0,6246
53388,2024-08,632.3445601823405,193.09,R1,0,6269
98409,2024-12,815.1541663438121,231.13,R1,0,6049
50162,2024-03,797.8218042455836,284.92,R3,0,6410
12601,2024-02,793.9997684248735,267.95,R1,0,6112
10309,2024-01,381.61971168601355,141.73,L1,1,6760
55788,2024-08,480.86243858952935,165.23,K1,0,6865
34907,2024-01,725.1065519982404,158.71,R1,0,6991
40615,2024-09,497.30663389513575,111.42,A1,0,6209
17796,2024-02,513.1963183715187,117.18,R3,0,6975
38498,2024-09,625.0770859596577,181.31,R1,1,6657
38443,2024-04,240.55416659901488,58.45,M1,0,6373
68253,2024-01,658.7093343842994,180.25,R3,0,6406
97142,2024-10,695.3868031920057,216.05,R1,0,6387
19724,2024-05,386.9616885137617,147.55,A1,0,6080
21721,2024-07,381.95558677737523,130.35,R3,0,6411
93208,2024-07,558.6269305200012,150.14,R1,0,6969
93951,2024-12,306.8752793706033,89.22,L1,0,6004
53451,2024-02,321.83759728963355,115.3,A1,1,6109
99908,2024-03,806.762450769727,232.73,A1,0,6909
87038,2024-05,404.2169209227523,132.53,M1,0,6861
15444,2024-11,600.2468299215187,177.57,R1,0,6860
73295,2024-03,700.8569177264228,192.8,K1,0,6220
92472,2024-12,381.4335719406641,95.26,R1,0,6956
92221,2024-08,407.1763481267619,112.37,A1,0,6593
11847,2024-06,453.87892870524337,128.29,R3,0,6994
48547,2024-06,301.42128913840907,121.42,M1,0,6695
84951,2024-11,513.6487289558302,196.08,K1,0,6859
60692,2024-04,579.1916650973999,162.48,M1,1,6622
40162,2024-01,370.9854934617771,105.7,M1,0,6698
31428,2024-09,354.643805293399,89.66,A1,0,6769
77245,2024-10,558.5680822929625,197.86,A1,0,6945
94196,2024-03,307.9512289970034,95.29,R1,0,6700
25130,2024-08,711.758996785103,265.38,R3,0,6518
9117,2024-12,523.5249033105073,151.21,R3,0,6891
37513,2024-09,718.8437956787188,154.96,A1,0,6886
47385,2024-11,354.8067340454173,139.44,K1,0,6737
10639,2024-06,616.094812323268,278.68,R1,0,6508
35204,2024-10,634.2036432610785,156.97,R1,0,6280
346,2024-07,621.2774038746196,194.15,R1,0,6639
8401,2024-02,669.664186516748,227.18,R1,0,6669
42250,2024-10,541.6359279387665,168.74,L1,0,6786
24519,2024-06,869.0757634047169,275.91,R3,1,6739
11302,2024-05,483.9781904790887,125.3,R3,0,6873
28660,2024-09,448.67081501661835,129.83,R3,0,6729
20124,2024-01,533.0607586240791,205.24,K1,0,6598
59492,2024-02,801.4098382601629,181.56,K1,1,6056
58499,2024-05,514.9200146037196,162.88,A1,0,6586
26889,2024-06,609.6977405499284,187.23,R1,0,6977
97494,2024-04,711.2382073115217,243.92,R1,0,6183
82072,2024-12,289.08131530845577,87.59,L1,0,6106
4522,2024-04,640.0326782194688,191.29,A1,0,6444
71280,2024-02,613.0405815918252,112.54,A1,0,6637
8287,2024-06,666.9575961090446,225.29,L1,0,6790
88075,2024-06,504.12658107752833,159.49,A1,0,6687
48400,2024-05,474.96756541401,153.09,M1,0,6292
10643,2024-08,664.6497179898334,189.13,K1,0,6656
82766,2024-12,710.8908352784665,245.02,A1,0,6652
55863,2024-11,597.9830550879267,162.54,A1,0,6471
70278,2024-03,182.0729017895323,61.75,A1,0,6408
8669,2024-09,418.2285926320257,114.14,L1,0,6427
77844,2024-08,407.66184574975443,107.18,M1,1,6901
55982,2024-05,665.0647098554883,206.8,A1,0,6524
62901,2024-08,535.1929062265015,209.95,M1,0,6606
10033,2024-12,518.6727982353161,112.94,A1,0,6667
24374,2024-01,90.81502466128242,23.47,R1,0,6604
3153,2024-03,704.6207265115903,192.47,L1,1,6802
69601,2024-06,576.9352138516922,145.64,M1,0,6237
24835,2024-04,325.2193971940495,104.34,M1,0,6074
10375,2024-06,398.5411839729127,83.99,R1,1,6896
3816,2024-06,545.7153443983378,172.73,R3,0,6197
84865,2024-02,681.4943604048749,183.35,A1,0,6099
29346,2024-08,453.37678807614293,114.92,R1,0,6432
14000,2024-11,693.2613003918851,220.35,A1,0,6709
83720,2024-03,394.123533623523,104.57,K1,0,6809
89981,2024-06,179.49320561833267,49.67,A1,0,6906
9428,2024-12,331.91316758853924,108.03,R1,0,6124
99696,2024-01,460.3882664729723,141.97,M1,0,6491
68280,2024-06,340.71365278886816,118.73,R1,0,6969
86587,2024-02,283.4839977573448,89.92,A1,0,6623
2459,2024-04,639.3234486479868,145.17,R3,0,6394
71801,2024-02,587.5262489265242,158.53,A1,0,6178
72983,2024-12,516.187261807805,156.73,A1,0,6354
18086,2024-07,671.3782249913265,155.86,L1,0,6278
97694,2024-01,680.3663486821804,161.07,K1,1,6886
32646,2024-06,539.8719670710708,173.48,M1,0,6892
28476,2024-07,523.4489106831141,185.98,A1,0,6319
31305,2024-06,504.7517457164765,136.97,R1,0,6045
51476,2024-08,523.0019169077209,132.07,L1,0,6951
91743,2024-03,854.3645503342149,249.11,R1,0,6697
57041,2024-12,260.0696086638716,71.33,M1,0,6853
93796,2024-05,306.5784742769021,97.6,R1,1,6718
14638,2024-02,592.29127213236,231.61,R1,0,6311
14414,2024-11,532.6125847547834,109.55,R1,0,6978
23552,2024-07,164.20704481080296,54.33,L1,0,6884
18090,2024-08,644.60870243324,140.58,A1,0,6924
1420,2024-09,313.6472520302374,67.36,M1,0,6872
40782,2024-12,808.507223783742,189.86,A1,0,6446
35242,2024-02,535.7999205780064,151.24,M1,0,6109
79720,2024-08,356.46269957159626,77.61,M1,0,6389
60819,2024-09,568.2885665962596,146.42,A1,0,6197
72833,2024-03,560.6255823125754,173.39,R3,0,6085
50868,2024-03,458.3072901073351,147.22,R1,0,6139
2137,2024-08,518.0172223988388,181.42,A1,0,6752
34642,2024-02,592.0149317005889,179.12,A1,0,6288
8510,2024-08,622.5737473369683,225.2,R1,1,6661
96414,2024-02,474.5392058122147,98.87,R1,1,6282
13513,2024-11,294.9004123742934,91.01,M1,0,6683
1161,2024-05,691.0335915634643,217.3,L1,0,6666
53764,2024-11,489.01981887674833,155.81,L1,0,6836
69271,2024-01,687.8609508673143,217.54,L1,0,6344
3485,2024-01,357.60821431840225,73.48,M1,0,6955
15308,2024-07,421.0931777305363,138.86,L1,0,6740
98421,2024-05,359.64971165927665,60.29,R1,1,6409
60850,2024-01,779.7381173199766,245.03,R3,0,6698
76038,2024-11,615.7910652655594,196.19,A1,0,6080
67351,2024-04,772.5500535691323,219.1,L1,0,6196
90975,2024-03,670.5362934573778,235.09,A1,0,6502
59939,2024-01,338.45284919653903,120.79,K1,0,6656
27669,2024-06,565.3279344499603,204.37,M1,1,6360
47947,2024-10,604.9299588617065,147.9,R3,0,6371
73189,2024-01,610.1480824467411,211.07,L1,0,6748
56203,2024-10,569.7773567319539,191.41,R1,0,6208
59032,2024-05,646.8851397040409,217.02,R1,0,6503
93350,2024-06,840.6167825986261,241.19,R1,0,6693
27008,2024-11,467.3648893630656,163.42,R3,0,6066
48431,2024-02,807.6705208347664,263.32,M1,0,6508
27038,2024-11,361.3485818057139,106.87,L1,1,6698
39688,2024-02,512.5883910713035,144.56,R1,0,6904
8796,2024-04,553.573224782029,124.37,R1,0,6074
71061,2024-02,643.1939964465495,156.0,R1,0,6478
39057,2024-05,566.5937445264717,226.44,R3,0,6907
78850,2024-09,444.6373425097953,103.76,M1,0,6943
78482,2024-12,576.9312273219495,135.7,R3,0,6444
15323,2024-10,454.32989232638175,163.42,A1,0,6951
51519,2024-01,828.8747474719377,224.82,L3,0,6665
87017,2024-06,541.6835907019765,179.14,M1,0,6572
79515,2024-03,671.7657782631659,120.04,R1,0,6833
67189,2024-11,502.73872886599054,197.51,R1,0,6414
63827,2024-05,490.0129042599375,192.36,A1,0,6431
88054,2024-01,604.4304575058283,158.31,R1,0,6510
12426,2024-06,707.770601913367,163.39,M1,0,6427
16880,2024-04,819.8480473575352,224.86,R3,0,6089
19984,2024-01,508.65086437742747,153.96,R3,0,6160
73959,2024-08,522.3445630088205,167.37,R1,0,6461
94267,2024-11,372.0431879764825,87.41,A1,1,6427
31061,2024-11,590.1488420383639,185.98,L1,0,6481
29118,2024-03,634.200547942672,163.82,R3,0,6351
50,2024-06,710.6607254722937,298.68,M1,0,6686
61761,2024-04,316.26552579056414,127.18,L3,0,6904
62991,2024-09,361.876627940744,115.25,R1,0,6080
28460,2024-01,597.578774309992,179.91,M1,0,6433
28430,2024-10,517.6174635434543,160.33,M1,0,6428
39552,2024-10,576.1607165633102,156.37,A1,0,6888
30591,2024-04,270.5807673395795,86.68,R3,1,6210
61640,2024-12,705.4426246563297,230.38,R3,0,6153
38435,2024-04,547.9477595984904,200.74,A1,0,6549
61506,2024-02,208.71291230661504,52.63,M1,1,6929
67196,2024-05,818.2754112430896,251.76,M1,0,6539
44766,2024-11,605.9549921919644,201.67,A1,0,6805
48831,2024-11,336.81729515928237,110.12,R1,0,6225
44856,2024-02,749.1116137778344,248.11,R1,0,6645
88314,2024-08,552.0467481143468,142.91,A1,0,6287
8980,2024-11,475.7952558544024,133.52,L3,0,6383
63927,2024-04,610.2669269617935,166.28,M1,0,6101
10423,2024-02,540.9644661243516,207.93,R1,0,6183
62969,2024-08,388.94387194794416,109.51,K1,0,6515
8501,2024-09,214.60202443801103,48.88,R3,0,6411
61791,2024-10,737.8747779768236,236.99,L1,0,6121
80945,2024-12,332.142293695845,87.38,R1,0,6341
44515,2024-11,454.00138023676504,185.64,A1,0,6016
31669,2024-09,405.5027459001319,127.73,M1,0,6941
23091,2024-12,562.4942463635299,161.42,R1,1,6540
36323,2024-09,354.61865966522635,94.06,A1,0,6747
70158,2024-02,694.5965586526565,264.29,M1,0,6128
65139,2024-11,521.8305008853752,176.64,R3,0,6954
14245,2024-09,612.8474105711088,171.25,A1,1,6792
28582,2024-09,481.10732604898027,142.91,A1,0,6701
